what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1332625122311
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1332625122313
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1332625122314
started,bundle,org.eclipse.mylyn.commons.net,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.net",1332625122314
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1332625122317
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1332625122318
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1332625122320
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1332625122321
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1332625122368
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1332625122370
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1332625122372
started,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1332625122393
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1332625122453
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1332625122454
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1332625122456
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1332625122471
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1332625122504
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1332625122538
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1332625122539
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1332625122539
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1332625122540
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1332625122556
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1332625122557
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1332625122558
started,bundle,org.eclipse.ui.views.log,1.0.100.v20100423,"org.eclipse.ui.views.log",1332625122562
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1332625122563
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1332625122597
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1332625122598
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1332625122637
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1332625122637
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.100.v201005190114,"org.eclipse.wst.common.project.facet.core",1332625122638
started,bundle,org.eclipse.wst.jsdt.debug.ui,1.0.0.v201005250108,"org.eclipse.wst.jsdt.debug.ui",1332625122640
started,bundle,org.eclipse.wst.web,1.1.400.v201005270700,"org.eclipse.wst.web",1332625122641
os,sysinfo,,,"win32",1332625122647
arch,sysinfo,,,"x86_64",1332625122647
ws,sysinfo,,,"win32",1332625122647
locale,sysinfo,,,"en_GB",1332625122647
processors,sysinfo,,,"2",1332625122647
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1332625122647
java.runtime.version,sysinfo,,,"1.6.0_14-b08",1332625122647
java.specification.name,sysinfo,,,"Java Platform API Specification",1332625122647
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332625122647
java.specification.version,sysinfo,,,"1.6",1332625122647
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1332625122647
java.version,sysinfo,,,"1.6.0_14",1332625122647
java.vm.info,sysinfo,,,"mixed mode",1332625122647
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1332625122647
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1332625122647
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1332625122647
java.vm.specification.version,sysinfo,,,"1.0",1332625122647
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1332625122647
java.vm.version,sysinfo,,,"14.0-b16",1332625122647
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1332625122908
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.100.v201004202202,"org.eclipse.jst.common.project.facet.core",1332625123217
